IDENTIFIER,RESTAURANT_IDENTIFIER,DISHES_IDS,PAYMENT_METHOD,AMOUNT,CREATED_AT
1640,7,"[17, 28, 14]",cheque,24,2022-08-14 22:32:03
3795,1,"[20, 9, 10]",cash,25,2022-09-02 11:25:46
6656,5,"[28, 16]",cheque,20,2022-09-26 14:07:28
6517,4,[3],cheque,4,2022-09-25 12:07:36
4498,5,[14],cash,7,2022-09-08 09:51:37
7138,1,[2],cash,8,2022-09-30 16:45:59
3912,7,"[14, 20]",meal_ticket,15,2022-09-03 11:12:44
5712,1,[4],cash,3,2022-09-18 14:15:07
2785,2,"[3, 3, 4]",cheque,11,2022-08-24 18:46:10
298,1,[17],cash,3,2022-08-03 17:57:19
2453,1,[16],cash,6,2022-08-21 21:24:37
5928,1,"[3, 20, 9, 20]",cash,30,2022-09-20 12:26:31
104,7,"[13, 17, 20]",cash,14,2022-08-01 22:19:26
2827,7,"[8, 13, 3, 13]",cheque,21,2022-08-24 23:34:20
5341,1,[17],cash,3,2022-09-15 12:47:54
2775,2,[16],cheque,6,2022-08-24 17:34:28
4955,6,[10],cheque,7,2022-09-11 23:48:13
3891,1,"[3, 10, 13]",cash,14,2022-09-02 23:32:24
6479,7,"[20, 11, 14, 19]",cheque,28,2022-09-24 22:47:52
6922,3,"[1, 3, 13, 17]",meal_ticket,16,2022-09-28 19:01:54
4156,4,"[3, 4, 20]",meal_ticket,15,2022-09-05 12:54:35
4956,7,"[2, 17]",cash,11,2022-09-11 23:20:16
6982,3,"[18, 21, 24, 22]",meal_ticket,36,2022-09-29 11:36:58
6125,6,"[20, 18]",meal_ticket,14,2022-09-21 22:23:42
4893,4,"[3, 11, 13]",cheque,13,2022-09-11 15:12:51
1384,7,[17],cash,3,2022-08-12 20:18:50
1194,4,"[4, 18, 10]",meal_ticket,16,2022-08-11 09:21:15
1996,7,[24],card,11,2022-08-17 22:40:51
3901,3,"[11, 3]",card,10,2022-09-03 06:16:19
204,7,"[3, 16]",cash,10,2022-08-02 20:27:29
5376,2,[13],meal_ticket,3,2022-09-15 18:29:01
4121,2,"[10, 17, 25]",card,20,2022-09-04 22:03:55
1282,5,[20],meal_ticket,8,2022-08-11 22:35:39
6003,7,[18],card,6,2022-09-20 22:15:56
2457,6,[20],meal_ticket,8,2022-08-21 21:42:49
4510,6,"[16, 28, 3]",cheque,24,2022-09-08 12:26:26
3905,3,"[4, 2, 1]",meal_ticket,17,2022-09-03 08:27:18
7052,1,[16],cash,6,2022-09-29 20:08:37
87,4,"[2, 12]",cash,18,2022-08-01 20:16:15
1240,4,"[26, 10, 13]",cheque,22,2022-08-11 16:14:58
2671,6,[4],cash,3,2022-08-23 19:29:11
4512,6,"[2, 23]",meal_ticket,18,2022-09-08 12:52:02
6278,3,[14],card,7,2022-09-23 11:33:46
5523,1,"[22, 27, 3]",cash,30,2022-09-16 21:10:17
6908,5,"[19, 25, 28]",cheque,31,2022-09-28 17:10:08
6745,5,"[1, 14, 1, 16]",cheque,25,2022-09-27 11:51:41
1454,7,[11],cheque,6,2022-08-13 13:15:42
863,5,[20],cash,8,2022-08-08 13:23:17
3742,5,"[2, 17, 1]",card,17,2022-09-01 20:57:15
1316,4,"[16, 5, 17]",cash,21,2022-08-12 11:17:17
2022,6,"[22, 18]",card,20,2022-08-18 10:54:43
2779,7,[4],cheque,3,2022-08-24 18:56:32
1451,6,"[9, 11, 15]",cheque,26,2022-08-13 13:22:28
7191,7,"[3, 11]",card,10,2022-09-30 23:57:40
408,5,"[2, 13, 3]",cheque,15,2022-08-04 15:46:52
3796,2,"[18, 15, 20, 6]",meal_ticket,36,2022-09-02 11:07:38
4447,7,"[2, 2, 16, 17]",card,25,2022-09-07 19:58:06
3804,2,[21],meal_ticket,5,2022-09-02 12:24:01
558,3,"[17, 20, 19, 14]",cash,25,2022-08-05 20:01:03
3120,2,"[10, 20, 16, 19]",meal_ticket,28,2022-08-27 14:47:36
2851,1,"[6, 10]",cash,19,2022-08-25 11:11:12
2023,1,"[3, 6]",cash,16,2022-08-18 11:26:19
3064,1,"[2, 17]",cash,11,2022-08-26 23:34:03
1228,5,"[16, 21]",cheque,11,2022-08-11 14:18:11
4479,3,[17],cheque,3,2022-09-07 23:38:53
3034,4,[20],cheque,8,2022-08-26 20:05:35
2317,3,"[16, 1, 14]",cheque,19,2022-08-20 19:28:49
4291,6,"[28, 14, 26]",cheque,33,2022-09-06 13:04:41
4651,7,[17],meal_ticket,3,2022-09-09 14:47:20
970,7,"[10, 15]",card,17,2022-08-09 12:27:43
5406,4,"[14, 1]",cash,13,2022-09-15 21:32:05
3258,7,[2],meal_ticket,8,2022-08-28 18:21:58
2095,2,"[3, 16, 16]",cash,16,2022-08-18 20:55:29
159,1,"[11, 20, 20]",cash,22,2022-08-02 13:08:04
3218,3,"[21, 3, 8]",card,20,2022-08-28 12:12:43
6600,1,[3],cash,4,2022-09-25 23:18:34
2699,3,"[19, 13, 20, 16]",meal_ticket,24,2022-08-23 22:29:05
2412,6,"[18, 19, 6]",cheque,25,2022-08-21 14:49:07
854,2,"[3, 21, 2]",cash,17,2022-08-08 12:54:32
2761,4,"[8, 19, 21, 11]",card,29,2022-08-24 14:23:36
6646,7,"[14, 23]",card,17,2022-09-26 13:22:35
6817,5,[16],cash,6,2022-09-27 20:29:35
4664,1,"[17, 16, 1]",cash,15,2022-09-09 17:07:03
1381,1,[16],cash,6,2022-08-12 20:30:15
4091,6,"[14, 2, 4, 13]",card,21,2022-09-04 19:00:42
835,2,"[16, 14]",card,13,2022-08-08 07:23:28
5716,1,"[15, 28, 19]",cash,31,2022-09-18 14:13:04
98,4,"[16, 2]",cash,14,2022-08-01 21:15:04
5668,6,"[4, 2, 3, 28]",card,29,2022-09-18 03:27:59
6325,4,"[4, 3, 4, 17]",meal_ticket,13,2022-09-23 18:19:23
2567,2,"[9, 29]",meal_ticket,19,2022-08-22 20:48:33
6315,7,"[18, 2, 11]",card,20,2022-09-23 17:10:39
2581,1,"[14, 14]",cash,14,2022-08-22 22:07:31
5673,7,"[21, 20, 2, 21]",cheque,26,2022-09-18 07:05:06
6497,1,[2],cash,8,2022-09-25 06:39:40
4778,4,"[5, 1]",card,18,2022-09-10 16:40:31
4014,6,[17],meal_ticket,3,2022-09-04 01:35:59
6121,6,[18],cash,6,2022-09-21 22:12:45
4038,5,"[4, 19, 10, 16]",cheque,23,2022-09-04 12:01:22
2385,5,[14],card,7,2022-08-21 11:26:37
2649,5,"[17, 1, 4]",cash,12,2022-08-23 15:58:22
1641,4,"[16, 10, 12]",cash,23,2022-08-14 22:05:40
3983,5,[20],meal_ticket,8,2022-09-03 20:21:25
4534,2,"[4, 17, 1, 20]",card,20,2022-09-08 14:12:52
1227,2,"[2, 7, 16, 14]",card,34,2022-08-11 14:55:26
3521,7,[5],cheque,12,2022-08-30 21:47:03
4279,7,"[14, 2, 15, 2]",card,33,2022-09-06 12:12:08
2799,6,[25],cheque,10,2022-08-24 20:32:09
5610,1,"[1, 4, 29]",cash,18,2022-09-17 17:02:54
1737,3,"[4, 16, 8, 19]",card,27,2022-08-15 20:35:22
2857,4,"[20, 14, 21]",cheque,20,2022-08-25 11:41:14
937,1,[3],cash,4,2022-08-08 23:29:20
6316,1,"[19, 17]",cash,10,2022-09-23 17:10:40
5004,5,"[8, 22]",card,25,2022-09-12 14:57:24
286,4,[27],meal_ticket,12,2022-08-03 14:32:09
4320,6,"[16, 3]",cheque,10,2022-09-06 18:15:54
1313,6,"[21, 17, 18, 1]",cheque,20,2022-08-12 10:25:32
4387,3,[20],card,8,2022-09-07 11:56:18
1987,2,"[13, 2, 16, 1]",card,23,2022-08-17 21:32:03
2132,1,"[3, 21]",cash,9,2022-08-19 06:16:31
4631,7,"[3, 17, 20, 10]",cash,22,2022-09-09 12:04:45
7127,4,"[16, 4, 29, 16]",meal_ticket,24,2022-09-30 14:10:50
897,7,"[7, 4, 4]",cheque,19,2022-08-08 18:43:27
4777,7,[10],meal_ticket,7,2022-09-10 16:33:18
6163,7,"[13, 1, 17, 5]",cash,24,2022-09-22 12:25:54
4853,4,"[3, 17, 10]",meal_ticket,14,2022-09-11 10:21:53
313,7,"[13, 6, 3]",card,19,2022-08-03 19:44:31
1293,5,"[27, 2, 11]",cheque,26,2022-08-11 23:27:57
2318,7,"[2, 3, 2]",meal_ticket,20,2022-08-20 19:08:44
1813,4,"[20, 21]",cash,13,2022-08-16 13:59:52
3674,4,"[10, 10, 18, 18]",meal_ticket,26,2022-09-01 10:29:38
4283,2,"[16, 13, 11]",cash,15,2022-09-06 13:03:54
832,5,"[2, 3]",cheque,12,2022-08-08 05:47:07
3651,5,"[3, 15]",meal_ticket,14,2022-08-31 23:13:11
1482,5,"[3, 13]",cash,7,2022-08-13 18:14:18
2931,6,"[17, 11]",card,9,2022-08-25 21:12:20
6678,7,"[1, 2]",cheque,14,2022-09-26 18:34:16
6039,6,"[1, 19]",cheque,13,2022-09-21 11:03:20
1362,1,[16],cash,6,2022-08-12 17:54:23
6448,4,"[4, 3, 2]",card,15,2022-09-24 19:44:25
1746,2,"[4, 1, 16, 8]",cash,26,2022-08-15 21:38:22
1909,1,"[10, 17]",cash,10,2022-08-17 11:24:14
6020,6,"[2, 13, 3, 13]",cheque,18,2022-09-21 01:01:07
7054,1,"[27, 25]",cash,22,2022-09-29 21:36:46
1251,5,"[20, 2, 2]",card,24,2022-08-11 18:27:00
171,3,"[27, 8]",meal_ticket,23,2022-08-02 15:54:00
3709,7,"[10, 18, 10, 19]",card,27,2022-09-01 14:44:34
2464,5,[14],meal_ticket,7,2022-08-21 22:24:46
6293,5,[10],cheque,7,2022-09-23 13:35:47
6979,5,"[24, 14, 28]",card,32,2022-09-29 11:03:03
6339,5,"[6, 21, 9]",cheque,27,2022-09-23 20:14:16
7057,5,[27],cash,12,2022-09-29 21:35:25
3204,7,"[19, 15, 26, 13]",cheque,32,2022-08-28 11:29:19
3904,3,"[21, 17, 3]",card,12,2022-09-03 07:38:44
636,4,"[14, 21, 21]",cheque,17,2022-08-06 14:45:16
3461,2,"[18, 3, 28, 17]",cash,27,2022-08-30 13:29:51
3756,7,"[10, 18, 27]",meal_ticket,25,2022-09-01 21:11:03
6645,3,[18],cash,6,2022-09-26 13:48:53
1694,1,[6],cash,12,2022-08-15 13:36:43
4470,7,"[13, 20]",cheque,11,2022-09-07 22:07:14
3982,7,"[1, 16]",cash,12,2022-09-03 20:06:23
4748,7,"[19, 19, 3, 1]",meal_ticket,24,2022-09-10 12:27:13
1572,4,"[13, 8]",card,14,2022-08-14 13:48:39
2137,5,[20],cheque,8,2022-08-19 09:59:51
6086,1,"[10, 2, 4]",cash,18,2022-09-21 18:33:41
633,6,[19],cash,7,2022-08-06 13:26:34
3287,6,"[10, 14]",cash,14,2022-08-28 22:18:12
1118,2,[2],meal_ticket,8,2022-08-10 15:10:39
3354,4,"[9, 16]",card,16,2022-08-29 14:19:48
7148,1,"[17, 4, 3]",cash,10,2022-09-30 18:07:33
4463,2,[17],card,3,2022-09-07 21:24:07
6502,3,"[11, 17, 11, 4]",cheque,18,2022-09-25 08:44:06
536,4,"[11, 10, 3, 18]",card,23,2022-08-05 17:14:46
1700,4,"[20, 13, 14, 19]",meal_ticket,25,2022-08-15 14:58:05
515,3,[14],meal_ticket,7,2022-08-05 13:08:22
5599,7,"[21, 17, 13, 11]",meal_ticket,17,2022-09-17 15:01:17
4766,1,[2],cash,8,2022-09-10 14:22:31
7126,3,"[21, 24, 19, 10]",card,30,2022-09-30 14:37:21
1629,7,[2],cash,8,2022-08-14 21:03:41
4311,6,"[1, 20, 19]",cheque,21,2022-09-06 17:36:11
6336,5,"[17, 3, 17, 13]",cheque,13,2022-09-23 19:34:29
6575,3,"[14, 2]",cash,15,2022-09-25 20:46:47
436,1,[4],cash,3,2022-08-04 19:35:11
6834,2,"[19, 25]",cash,17,2022-09-27 22:42:20
6253,7,"[18, 13, 3, 3]",meal_ticket,17,2022-09-22 23:29:37
2190,3,"[3, 4]",cash,7,2022-08-19 18:41:44
5868,5,"[1, 14]",meal_ticket,13,2022-09-19 20:30:18
1034,4,[13],cash,3,2022-08-09 20:51:30
4429,6,"[1, 11, 11]",meal_ticket,18,2022-09-07 17:11:41
2358,3,"[4, 11, 3, 4]",card,16,2022-08-20 23:33:09
2217,1,"[16, 13]",cash,9,2022-08-19 21:29:18
156,5,[23],cheque,10,2022-08-02 13:30:22
2841,4,"[4, 17]",meal_ticket,6,2022-08-25 07:22:34
3063,2,"[17, 17, 21, 4]",cheque,14,2022-08-26 23:09:49
4174,6,"[27, 15, 23]",cash,32,2022-09-05 14:23:17
5535,7,"[8, 6, 3]",cheque,27,2022-09-16 22:27:57
4306,2,"[15, 12]",cash,20,2022-09-06 16:10:03
2531,3,"[2, 13]",card,11,2022-08-22 15:58:26
3363,1,"[29, 16, 8]",cash,26,2022-08-29 16:28:41
2284,3,"[19, 15, 20]",cheque,25,2022-08-20 13:55:44
6717,2,"[26, 25, 25, 12]",cheque,42,2022-09-26 22:57:41
3494,4,[19],cash,7,2022-08-30 18:51:55
4803,1,"[12, 14, 21, 23]",cash,32,2022-09-10 20:36:06
6665,4,"[13, 21, 16, 2]",meal_ticket,22,2022-09-26 16:14:10
4388,3,[17],card,3,2022-09-07 11:02:19
2863,2,"[11, 13]",meal_ticket,9,2022-08-25 12:45:07
687,4,"[13, 4]",meal_ticket,6,2022-08-06 21:41:44
5777,4,"[18, 10, 4]",card,16,2022-09-18 23:08:58
5475,4,"[13, 25, 20]",card,21,2022-09-16 14:11:08
4102,2,"[7, 16, 2, 15]",cheque,37,2022-09-04 20:08:01
5863,5,[9],meal_ticket,10,2022-09-19 19:36:26
5102,1,"[12, 18, 22, 20]",cash,38,2022-09-13 12:45:12
3062,3,"[3, 3]",card,8,2022-08-26 23:20:33
5829,6,"[14, 17, 21, 20]",cheque,23,2022-09-19 14:47:02
3255,5,[13],cheque,3,2022-08-28 18:11:47
5641,6,"[16, 25, 24, 12]",card,37,2022-09-17 21:48:08
4694,6,[16],cash,6,2022-09-09 21:08:15
1171,6,"[13, 8, 14]",meal_ticket,21,2022-08-10 22:14:42
976,3,[16],card,6,2022-08-09 12:35:13
6168,7,"[9, 16, 9, 17]",meal_ticket,29,2022-09-22 12:51:27
7008,3,"[22, 13, 10]",card,24,2022-09-29 14:54:24
1225,2,"[20, 19, 19]",cash,22,2022-08-11 14:19:05
557,5,"[17, 5]",cheque,15,2022-08-05 20:46:36
3750,5,"[14, 21, 15, 20]",cheque,30,2022-09-01 21:30:13
4139,1,"[1, 18, 11, 21]",cash,23,2022-09-05 07:53:17
4002,5,"[17, 17, 7, 19]",card,26,2022-09-03 22:53:07
219,6,[20],card,8,2022-08-02 22:51:17
3496,2,"[13, 13]",cheque,6,2022-08-30 19:16:01
5536,7,"[17, 23]",cash,13,2022-09-16 22:51:58
756,1,"[9, 4, 22]",cash,27,2022-08-07 14:35:46
6381,7,[21],cash,5,2022-09-24 07:20:44
5156,6,"[17, 13]",meal_ticket,6,2022-09-13 19:14:23
2916,5,"[11, 4, 23, 5]",card,31,2022-08-25 20:09:45
2034,1,"[3, 11, 17, 17]",cash,16,2022-08-18 12:40:12
1280,2,"[5, 14, 1]",cash,25,2022-08-11 21:11:35
4324,5,[17],card,3,2022-09-06 19:35:26
1994,1,[28],cash,14,2022-08-17 22:08:10
6879,6,"[3, 14, 18, 20]",meal_ticket,25,2022-09-28 13:16:28
5472,2,[21],meal_ticket,5,2022-09-16 14:22:39
7071,6,"[2, 14, 1]",meal_ticket,21,2022-09-29 22:20:36
3438,2,[11],meal_ticket,6,2022-08-30 10:02:13
3086,2,[13],card,3,2022-08-27 11:01:05
2150,2,"[21, 15, 5, 20]",cash,35,2022-08-19 12:49:30
514,2,"[22, 19, 17]",meal_ticket,24,2022-08-05 13:32:25
2368,7,[10],cheque,7,2022-08-21 06:35:30
398,3,[18],card,6,2022-08-04 14:09:44
5195,4,[3],card,4,2022-09-14 02:53:02
2630,5,"[15, 26, 25]",card,32,2022-08-23 12:19:27
1880,5,"[17, 3, 13, 2]",cheque,18,2022-08-16 23:04:37
846,6,"[1, 26, 27]",cash,30,2022-08-08 11:54:30
2550,7,"[1, 19, 2, 17]",cheque,24,2022-08-22 18:05:08
1681,1,[28],cash,14,2022-08-15 12:24:19
1514,1,"[16, 16, 11, 3]",cash,22,2022-08-13 21:15:30
4462,4,[20],cash,8,2022-09-07 21:50:39
3191,5,"[12, 3, 4]",cash,17,2022-08-28 04:51:16
6212,6,"[4, 17, 2]",card,14,2022-09-22 19:52:41
3653,1,"[13, 4, 3]",cash,10,2022-08-31 23:37:03
1658,6,"[4, 13]",cash,6,2022-08-15 05:40:59
563,6,"[16, 23]",cheque,16,2022-08-05 20:08:24
316,5,"[13, 20]",card,11,2022-08-03 19:15:57
3786,7,"[2, 26]",cash,20,2022-09-02 07:03:48
2831,2,"[17, 2, 18]",card,17,2022-08-24 23:45:36
4494,6,"[4, 10, 11, 1]",card,22,2022-09-08 07:53:42
6373,5,"[13, 4]",meal_ticket,6,2022-09-24 00:40:45
3657,1,[4],cash,3,2022-08-31 23:13:00
3398,4,"[20, 11, 1, 21]",cheque,25,2022-08-29 21:35:02
2208,3,"[29, 16, 6]",cheque,27,2022-08-19 20:20:54
5000,5,[1],card,6,2022-09-12 14:03:39
1685,7,[3],card,4,2022-08-15 12:11:47
1363,7,[3],cash,4,2022-08-12 18:56:26
6492,4,"[17, 23, 2]",cash,21,2022-09-25 01:05:43
6489,2,"[19, 4, 17, 2]",meal_ticket,21,2022-09-24 23:05:36
373,4,"[4, 1]",cash,9,2022-08-04 11:56:55
4331,1,"[14, 6, 4]",cash,22,2022-09-06 20:12:51
495,2,"[6, 4]",cheque,15,2022-08-05 11:27:42
2340,5,"[19, 29, 15, 6]",cheque,38,2022-08-20 21:29:17
1084,4,"[16, 24, 14, 2]",meal_ticket,32,2022-08-10 11:26:45
2873,4,[15],cheque,10,2022-08-25 13:29:26
4233,7,[13],card,3,2022-09-05 22:08:04
5993,1,"[3, 19]",cash,11,2022-09-20 21:22:46
6712,4,"[20, 4]",cheque,11,2022-09-26 22:49:31
6466,1,"[14, 14]",cash,14,2022-09-24 21:18:57
1196,3,"[1, 1, 3, 18]",cheque,22,2022-08-11 10:02:58
4952,1,"[3, 18]",cash,10,2022-09-11 23:19:56
3990,2,"[11, 5, 1]",cash,24,2022-09-03 21:36:52
2970,7,[11],meal_ticket,6,2022-08-26 11:19:20
566,4,"[14, 18]",card,13,2022-08-05 21:21:25
3436,7,[21],cash,5,2022-08-30 09:59:29
1660,3,"[21, 13, 11]",cheque,14,2022-08-15 06:08:52
4509,3,[27],cash,12,2022-09-08 11:52:21
6051,3,"[4, 25, 21]",meal_ticket,18,2022-09-21 12:15:11
944,2,"[3, 17, 3, 3]",meal_ticket,15,2022-08-08 23:02:42
5901,5,"[13, 13, 3]",cheque,10,2022-09-20 00:57:49
1844,2,"[4, 29, 13, 2]",meal_ticket,23,2022-08-16 19:17:24
5593,6,[25],meal_ticket,10,2022-09-17 14:43:46
3808,3,"[20, 7, 28]",cheque,35,2022-09-02 12:06:40
5249,1,"[8, 21, 3]",cash,20,2022-09-14 16:12:17
3836,1,"[2, 13, 1, 18]",cash,23,2022-09-02 16:37:40
1743,7,[4],card,3,2022-08-15 20:22:01
5626,3,"[13, 17]",card,6,2022-09-17 19:58:26
2661,6,"[17, 3, 13]",card,10,2022-08-23 18:28:38
4495,6,"[21, 21, 18, 21]",card,21,2022-09-08 08:33:27
6855,3,"[3, 21, 4, 13]",meal_ticket,15,2022-09-28 08:41:18
348,5,[4],card,3,2022-08-03 23:54:52
4685,4,"[19, 1, 22, 16]",card,33,2022-09-09 20:18:56
52,5,"[1, 10, 26, 1]",cheque,31,2022-08-01 14:01:20
2134,5,"[13, 2, 4]",card,14,2022-08-19 07:07:47
754,5,"[12, 14, 18, 7]",meal_ticket,36,2022-08-07 14:36:21
3247,5,"[19, 19]",meal_ticket,14,2022-08-28 17:45:05
1371,1,"[13, 1, 13, 17]",cash,15,2022-08-12 18:32:17
5122,2,"[27, 27, 11, 2]",cash,38,2022-09-13 14:46:12
5088,1,[1],cash,6,2022-09-13 09:45:48
6533,7,[20],card,8,2022-09-25 13:43:47
3770,6,"[3, 4, 2]",cash,15,2022-09-01 23:34:14
1201,2,[7],meal_ticket,13,2022-08-11 11:32:02
2039,2,"[14, 27, 17, 15]",cheque,32,2022-08-18 12:52:16
7000,5,"[4, 13]",card,6,2022-09-29 13:01:35
2747,4,[26],cheque,12,2022-08-24 12:32:01
1751,3,"[10, 14, 3]",meal_ticket,18,2022-08-15 21:25:49
6601,3,"[4, 13]",meal_ticket,6,2022-09-25 23:00:48
4182,3,[5],cash,12,2022-09-05 14:04:35
6493,7,"[24, 3]",meal_ticket,15,2022-09-25 02:40:28
3677,1,"[13, 20, 25, 25]",cash,31,2022-09-01 11:13:40
2425,6,"[2, 13, 12, 28]",card,35,2022-08-21 18:09:45
6027,4,"[17, 11, 10, 2]",cash,24,2022-09-21 07:53:49
4535,7,"[17, 12, 7]",meal_ticket,26,2022-09-08 14:30:57
5072,1,"[2, 28, 3, 3]",cash,30,2022-09-12 23:21:21
448,2,[26],meal_ticket,12,2022-08-04 21:55:50
3915,6,"[22, 16, 2]",meal_ticket,28,2022-09-03 11:39:54
5838,4,[2],meal_ticket,8,2022-09-19 15:32:32
6100,4,"[13, 15, 17, 2]",meal_ticket,24,2022-09-21 19:29:13
4242,2,"[3, 17]",cash,7,2022-09-05 23:43:19
6178,2,"[19, 22, 10]",cash,28,2022-09-22 13:19:17
1663,6,"[1, 17, 1, 2]",cheque,23,2022-08-15 08:53:44
487,4,"[4, 17, 2, 17]",card,17,2022-08-05 10:54:30
6884,7,"[4, 16, 9, 15]",meal_ticket,29,2022-09-28 13:51:10
7026,4,"[20, 11]",cash,14,2022-09-29 17:41:35
6227,7,"[15, 14, 12, 29]",cash,36,2022-09-22 20:44:57
6596,7,"[15, 3, 14]",cash,21,2022-09-25 22:02:53
3574,3,"[16, 16, 20, 4]",cash,23,2022-08-31 12:31:17
424,5,"[2, 17, 3, 4]",meal_ticket,18,2022-08-04 18:19:09
2979,1,"[4, 14, 5, 19]",cash,29,2022-08-26 12:41:15
4708,3,[14],cash,7,2022-09-09 22:58:07
4750,4,"[17, 13, 16]",cheque,12,2022-09-10 12:31:33
418,3,"[7, 21]",cash,18,2022-08-04 17:17:34
5184,2,"[17, 14, 13, 4]",cash,16,2022-09-13 23:32:13
3477,2,"[28, 19, 10, 18]",card,34,2022-08-30 15:06:11
6290,6,"[20, 13]",cash,11,2022-09-23 13:02:30
4767,1,"[21, 28, 21]",cash,24,2022-09-10 14:55:00
7166,3,"[29, 19, 19]",cash,23,2022-09-30 20:59:12
3664,3,[4],meal_ticket,3,2022-09-01 05:43:51
4601,4,[17],card,3,2022-09-08 23:22:40
49,1,"[14, 19, 18, 23]",cash,30,2022-08-01 14:29:05
1597,3,"[11, 14]",cash,13,2022-08-14 17:21:53
894,6,"[13, 4, 3, 20]",meal_ticket,18,2022-08-08 18:44:45
5405,4,[23],meal_ticket,10,2022-09-15 21:52:37
2267,4,[4],card,3,2022-08-20 11:29:19
4889,1,"[7, 17, 14]",cash,23,2022-09-11 14:37:25
1357,7,"[4, 4, 11]",cheque,12,2022-08-12 16:55:04
2719,3,"[2, 2, 2, 17]",card,27,2022-08-24 04:37:28
1336,4,[1],card,6,2022-08-12 13:39:46
6210,4,[3],card,4,2022-09-22 19:28:16
2965,4,"[21, 17]",card,8,2022-08-26 10:16:30
6941,5,"[16, 4, 21, 18]",cheque,20,2022-09-28 21:44:39
6951,7,"[3, 18, 4]",meal_ticket,13,2022-09-28 22:49:09
919,6,"[23, 2, 16]",cash,24,2022-08-08 21:13:31
742,3,"[14, 28, 24]",meal_ticket,32,2022-08-07 12:53:51
3381,7,[13],meal_ticket,3,2022-08-29 19:32:30
4688,2,"[14, 27, 20]",cheque,27,2022-09-09 20:53:46
182,7,[6],cheque,12,2022-08-02 17:38:22
4438,7,"[13, 17, 3, 21]",meal_ticket,15,2022-09-07 18:59:53
464,2,"[18, 1, 2, 17]",card,23,2022-08-04 23:13:28
2963,1,"[20, 2]",cash,16,2022-08-26 09:25:57
4525,2,"[16, 17, 29, 20]",card,26,2022-09-08 13:07:15
3902,6,[11],cheque,6,2022-09-03 06:26:07
5001,6,"[28, 17, 11, 22]",card,37,2022-09-12 14:40:03
15,1,"[11, 17, 17]",cash,12,2022-08-01 10:27:16
6614,5,"[4, 2]",meal_ticket,11,2022-09-26 05:21:03
6382,7,"[10, 2]",card,15,2022-09-24 07:32:46
5416,5,[16],meal_ticket,6,2022-09-15 22:48:20
3279,4,[10],meal_ticket,7,2022-08-28 21:55:46
6972,4,[21],card,5,2022-09-29 07:01:10
5410,5,[3],cash,4,2022-09-15 21:45:16
469,6,[4],cheque,3,2022-08-04 23:29:33
2750,1,[21],cash,5,2022-08-24 13:17:18
3969,4,"[13, 13]",cash,6,2022-09-03 19:05:58
7125,6,"[20, 11]",meal_ticket,14,2022-09-30 14:37:37
2907,1,"[13, 4, 4, 17]",cash,12,2022-08-25 19:07:46
6314,3,"[21, 1, 10]",cheque,18,2022-09-23 16:34:20
2500,7,"[5, 11, 13]",cash,21,2022-08-22 11:48:51
3457,6,[2],cash,8,2022-08-30 13:40:57
7184,2,[23],meal_ticket,10,2022-09-30 22:25:46
3599,5,"[21, 19]",meal_ticket,12,2022-08-31 16:05:35
1124,7,[11],meal_ticket,6,2022-08-10 17:11:04
6759,2,"[24, 18, 13]",meal_ticket,20,2022-09-27 12:10:10
5820,7,"[21, 12]",meal_ticket,15,2022-09-19 13:15:00
3286,2,"[19, 2]",meal_ticket,15,2022-08-28 21:40:56
1450,6,[6],meal_ticket,12,2022-08-13 12:31:29
5187,1,"[13, 3, 10]",cash,14,2022-09-13 23:44:38
6953,5,"[1, 19, 17]",cheque,16,2022-09-28 22:51:05
1473,2,[2],cheque,8,2022-08-13 16:51:06
3377,7,[2],card,8,2022-08-29 18:56:59
6386,1,"[2, 2]",cash,16,2022-09-24 09:55:32
501,5,"[11, 13, 14, 10]",meal_ticket,23,2022-08-05 12:08:01
6993,3,"[20, 13]",meal_ticket,11,2022-09-29 12:22:24
1600,3,"[17, 13]",meal_ticket,6,2022-08-14 18:35:23
1857,2,"[16, 19]",cheque,13,2022-08-16 20:04:11
1341,1,[3],cash,4,2022-08-12 13:27:30
3764,7,[25],card,10,2022-09-01 22:18:09
426,5,"[17, 27, 4, 2]",meal_ticket,26,2022-08-04 18:15:44
4110,7,[14],card,7,2022-09-04 21:31:22
2832,3,[4],meal_ticket,3,2022-08-24 23:10:27
3057,1,"[4, 23]",cash,13,2022-08-26 22:54:23
2804,4,"[11, 28, 20]",meal_ticket,28,2022-08-24 20:27:40
3780,6,"[4, 2]",card,11,2022-09-02 03:34:59
5035,4,[17],card,3,2022-09-12 19:35:25
2883,7,[12],cheque,10,2022-08-25 14:06:22
7031,7,"[2, 23, 3, 12]",meal_ticket,32,2022-09-29 18:05:22
2849,7,"[14, 18, 18]",cash,19,2022-08-25 11:28:55
3633,5,"[14, 9, 19]",card,24,2022-08-31 21:57:05
1764,5,"[13, 18, 3, 16]",cheque,19,2022-08-15 23:16:49
1688,4,"[6, 4, 18]",cash,21,2022-08-15 13:40:04
6137,4,"[4, 3]",cheque,7,2022-09-22 00:18:01
5951,5,"[23, 22, 12, 16]",meal_ticket,40,2022-09-20 14:42:08
4577,6,"[14, 3, 29, 3]",cheque,24,2022-09-08 21:31:50
3307,3,"[4, 28, 3]",cash,21,2022-08-29 02:32:59
3537,4,[2],cheque,8,2022-08-30 23:39:27
